-0.5	0.000000E+00
-0.4983	-2.804961E-02
-0.4966	-5.611122E-02
-0.4949	-8.419690E-02
-0.4932	-1.123101E-01
-0.4915	-1.404653E-01
-0.4898	-1.686724E-01
-0.4881	-1.969419E-01
-0.4864	-2.252844E-01
-0.4847	-2.537107E-01
-0.483	-2.822313E-01
-0.4813	-3.108565E-01
-0.4796	-3.395975E-01
-0.4779	-3.684649E-01
-0.4762	-3.974694E-01
-0.4745	-4.266223E-01
-0.4728	-4.559345E-01
-0.4711	-4.854173E-01
-0.4694	-5.150812E-01
-0.4677	-5.449383E-01
-0.466	-5.749997E-01
-0.4643	-6.052770E-01
-0.4626	-6.357819E-01
-0.4609	-6.665264E-01
-0.4592	-6.975217E-01
-0.4575	-7.287810E-01
-0.4558	-7.603161E-01
-0.4541	-7.921395E-01
-0.4524	-8.242635E-01
-0.4507	-8.567012E-01
-0.449	-8.894659E-01
-0.4473	-9.225697E-01
-0.4456	-9.560270E-01
-0.4439	-9.898513E-01
-0.4422	-1.024056E+00
-0.4405	-1.058656E+00
-0.4388	-1.093664E+00
-0.4371	-1.129097E+00
-0.4354	-1.164967E+00
-0.4337	-1.201291E+00
-0.432	-1.238084E+00
-0.4303	-1.275361E+00
-0.4286	-1.313139E+00
-0.4269	-1.351435E+00
-0.4252	-1.390263E+00
-0.4235	-1.429643E+00
-0.4218	-1.469590E+00
-0.4201	-1.510123E+00
-0.4184	-1.551260E+00
-0.4167	-1.593019E+00
-0.415	-1.635420E+00
-0.4133	-1.678480E+00
-0.4116	-1.722222E+00
-0.4099	-1.766664E+00
-0.4082	-1.811827E+00
-0.4065	-1.857732E+00
-0.4048	-1.904402E+00
-0.4031	-1.951860E+00
-0.4014	-2.000125E+00
-0.3997	-2.049224E+00
-0.398	-2.099179E+00
-0.3963	-2.150016E+00
-0.3946	-2.201759E+00
-0.3929	-2.254435E+00
-0.3912	-2.308068E+00
-0.3895	-2.362689E+00
-0.3878	-2.418323E+00
-0.3861	-2.475000E+00
-0.3844	-2.532749E+00
-0.3827	-2.591601E+00
-0.381	-2.651587E+00
-0.3793	-2.712736E+00
-0.3776	-2.775085E+00
-0.3759	-2.838666E+00
-0.3742	-2.903514E+00
-0.3725	-2.969664E+00
-0.3708	-3.037153E+00
-0.3691	-3.106021E+00
-0.3674	-3.176302E+00
-0.3657	-3.248041E+00
-0.364	-3.321278E+00
-0.3623	-3.396053E+00
-0.3606	-3.472411E+00
-0.3589	-3.550400E+00
-0.3572	-3.630061E+00
-0.3555	-3.711446E+00
-0.3538	-3.794604E+00
-0.3521	-3.879585E+00
-0.3504	-3.966440E+00
-0.3487	-4.055224E+00
-0.347	-4.145996E+00
-0.3453	-4.238805E+00
-0.3436	-4.333719E+00
-0.3419	-4.430796E+00
-0.3402	-4.530098E+00
-0.3385	-4.631691E+00
-0.3368	-4.735643E+00
-0.3351	-4.842026E+00
-0.3334	-4.950903E+00
-0.3317	-5.062357E+00
-0.33	-5.176463E+00
-0.3283	-5.293296E+00
-0.3266	-5.412941E+00
-0.3249	-5.535485E+00
-0.3232	-5.661007E+00
-0.3215	-5.789605E+00
-0.3198	-5.921372E+00
-0.3181	-6.056403E+00
-0.3164	-6.194795E+00
-0.3147	-6.336656E+00
-0.313	-6.482095E+00
-0.3113	-6.631212E+00
-0.3096	-6.784133E+00
-0.3079	-6.940974E+00
-0.3062	-7.101855E+00
-0.3045	-7.266903E+00
-0.3028	-7.436254E+00
-0.3011	-7.610046E+00
-0.2994	-7.788409E+00
-0.2977	-7.971503E+00
-0.296	-8.159475E+00
-0.2943	-8.352479E+00
-0.2926	-8.550682E+00
-0.2909	-8.754260E+00
-0.2892	-8.963370E+00
-0.2875	-9.178212E+00
-0.2858	-9.398969E+00
-0.2841	-9.625837E+00
-0.2824	-9.859016E+00
-0.2807	-1.009872E+01
-0.279	-1.034518E+01
-0.2773	-1.059859E+01
-0.2756	-1.085922E+01
-0.2739	-1.112731E+01
-0.2722	-1.140310E+01
-0.2705	-1.168685E+01
-0.2688	-1.197886E+01
-0.2671	-1.227940E+01
-0.2654	-1.258876E+01
-0.2637	-1.290726E+01
-0.262	-1.323522E+01
-0.2603	-1.357296E+01
-0.2586	-1.392084E+01
-0.2569	-1.427922E+01
-0.2552	-1.464844E+01
-0.2535	-1.502893E+01
-0.2518	-1.542108E+01
-0.2501	-1.582531E+01
-0.2484	-1.624205E+01
-0.2467	-1.667176E+01
-0.245	-1.711493E+01
-0.2433	-1.757201E+01
-0.2416	-1.804354E+01
-0.2399	-1.853006E+01
-0.2382	-1.903210E+01
-0.2365	-1.955025E+01
-0.2348	-2.008511E+01
-0.2331	-2.063732E+01
-0.2314	-2.120748E+01
-0.2297	-2.179631E+01
-0.228	-2.240452E+01
-0.2263	-2.303280E+01
-0.2246	-2.368194E+01
-0.2229	-2.435276E+01
-0.2212	-2.504602E+01
-0.2195	-2.576263E+01
-0.2178	-2.650348E+01
-0.2161	-2.726950E+01
-0.2144	-2.806164E+01
-0.2127	-2.888092E+01
-0.211	-2.972844E+01
-0.2093	-3.060518E+01
-0.2076	-3.151239E+01
-0.2059	-3.245121E+01
-0.2042	-3.342287E+01
-0.2025	-3.442865E+01
-0.2008	-3.546989E+01
-0.1991	-3.654802E+01
-0.1974	-3.766436E+01
-0.1957	-3.882055E+01
-0.194	-4.001809E+01
-0.1923	-4.125858E+01
-0.1906	-4.254373E+01
-0.1889	-4.387535E+01
-0.1872	-4.525511E+01
-0.1855	-4.668504E+01
-0.1838	-4.816708E+01
-0.1821	-4.970324E+01
